date_today,age_years,weight_kg_today,sleep_score_today,sleep_hours_today,sleep_efficiency_pct_today,resting_hr_bpm_today,hrv_ms_today,body_battery_today,stress_score_today,soreness_score_today,vo2max_est_today,respiration_rate_sleep_today,spo2_avg_pct_today,hydration_l_today,yesterday_activity_type,yesterday_duration_min,yesterday_distance_km,yesterday_avg_hr_bpm,yesterday_max_hr_bpm,yesterday_training_rpe,yesterday_training_load,yesterday_steps,yesterday_calories_burned,acute_load_3d,rolling_load_7d,recovery_signal,readiness_score_today,suggested_activity_today,actual_activity_type_today,actual_duration_min_today
2025-05-30,30,99.0,59,5.65,72.1,59,44,65,66,6,41.5,15.7,96.3,2.9,Tempo Run,35,4.43,155,181,9,426,10290,3274,301.0,323.6,57,45,Rest / Mobility,Easy Run,35
2025-05-31,30,99.0,82,7.08,77.8,60,45,60,70,7,41.6,16.4,97.1,3.41,Easy Run,35,4.24,134,163,4,158,10527,2661,287.0,245.6,61,54,Recovery Walk,Intermediate Run,60
2025-06-01,30,99.0,93,6.76,73.7,56,32,89,65,5,41.5,16.4,97.1,3.11,Intermediate Run,60,7.63,146,167,6,461,11530,3041,348.3,284.9,70,68,Intermediate Run,Rest / Mobility,22
2025-06-02,30,99.0,95,7.29,82.0,56,61,91,52,3,41.5,14.5,97.2,2.82,Rest / Mobility,22,0.0,87,106,2,11,8202,2503,210.0,283.3,80,81,Tempo Run,Weightlifting,71
2025-06-03,30,98.8,70,6.47,79.0,58,51,59,53,6,41.4,15.7,97.7,2.99,Weightlifting,71,0.0,119,153,7,554,14663,3218,342.0,298.1,63,54,Recovery Walk,Weightlifting,47
2025-06-04,30,98.8,67,5.98,75.1,59,41,50,66,10,41.4,14.6,97.4,3.47,Weightlifting,47,0.0,109,160,9,434,9668,2699,333.0,331.6,53,35,Rest / Mobility,Recovery Ride,35
2025-06-05,30,98.8,76,6.52,75.6,58,44,69,68,6,41.4,16.2,97.7,3.25,Recovery Ride,35,10.21,133,156,4,151,7997,2595,379.7,313.6,63,54,Recovery Walk,Intermediate Run,36
2025-06-06,30,98.7,84,6.33,82.2,58,44,61,67,7,41.5,15.4,97.1,2.8,Intermediate Run,36,4.76,152,183,7,319,10589,2601,301.3,298.3,62,54,Recovery Walk,Weightlifting,55
2025-06-07,30,98.5,82,7.5,74.0,57,40,88,54,8,41.4,15.1,96.7,3.34,Weightlifting,55,0.0,115,166,7,425,9700,3158,298.3,336.4,68,55,Recovery Walk,Intermediate Run,46
2025-06-08,30,98.8,79,7.82,79.2,57,39,55,64,8,41.6,16.0,97.9,2.5,Intermediate Run,46,5.28,147,182,5,263,7789,2824,335.7,308.1,60,46,Rest / Mobility,Easy Run,42
2025-06-09,30,99.0,81,6.25,75.5,57,45,54,59,9,41.5,15.7,97.4,2.88,Easy Run,42,4.71,140,171,5,237,9787,3046,308.3,340.4,60,47,Rest / Mobility,Weightlifting,45
2025-06-10,30,98.8,74,6.53,83.8,56,27,56,72,8,41.5,15.4,96.4,2.68,Weightlifting,45,0.0,119,161,5,253,10026,2710,251.0,297.4,55,43,Rest / Mobility,Intermediate Run,60
2025-06-11,30,98.8,75,6.4,78.9,60,49,66,66,6,41.4,15.4,97.1,3.09,Intermediate Run,60,7.33,147,170,6,421,10991,3132,303.7,295.6,62,54,Recovery Walk,Easy Run,53
2025-06-12,30,99.0,78,7.16,84.4,61,40,71,49,7,41.4,14.8,97.4,3.26,Easy Run,53,7.26,133,153,4,250,10978,2852,308.0,309.7,63,55,Recovery Walk,Intermediate Run,52
2025-06-13,30,99.0,96,6.91,70.0,62,40,59,61,5,41.5,15.9,96.7,3.06,Intermediate Run,52,6.44,151,182,5,350,13352,2856,340.3,314.1,65,63,Weightlifting,Weightlifting,64
2025-06-14,30,99.0,72,5.91,83.4,56,53,81,63,10,41.4,15.4,96.8,3.18,Weightlifting,64,0.0,125,176,7,478,12110,3079,359.3,321.7,63,49,Recovery Walk,Long Run,70
2025-06-15,30,98.8,70,6.44,83.7,58,51,74,66,6,41.4,15.7,97.3,2.72,Long Run,70,8.03,133,153,8,670,14132,3475,499.3,379.9,64,49,Recovery Walk,Rest / Mobility,27
2025-06-16,30,98.8,86,6.12,78.4,61,51,66,57,5,41.6,15.6,97.9,3.01,Rest / Mobility,27,0.0,88,106,2,24,7897,2204,390.7,349.4,66,63,Weightlifting,Weightlifting,45
2025-06-17,30,98.8,78,7.66,80.1,62,59,64,52,7,41.7,16.3,97.4,3.4,Weightlifting,45,0.0,119,151,9,437,10414,2823,377.0,375.7,65,51,Recovery Walk,Easy Run,48
2025-06-18,30,98.7,81,6.29,80.8,58,40,81,54,6,41.6,16.2,95.9,3.64,Easy Run,48,6.1,139,167,4,186,11004,2827,215.7,342.1,67,60,Weightlifting,Weightlifting,56
2025-06-19,30,98.4,75,6.36,72.8,55,43,58,74,10,41.5,15.5,98.1,3.42,Weightlifting,56,0.0,111,152,7,443,9119,2614,355.3,369.7,57,43,Rest / Mobility,Intermediate Run,37
2025-06-20,30,98.2,69,6.33,77.6,61,50,65,55,6,41.4,15.7,96.6,2.45,Intermediate Run,37,5.47,140,172,7,284,10344,2985,304.3,360.3,62,54,Recovery Walk,Weightlifting,68
2025-06-21,30,98.4,75,6.95,78.9,59,34,63,59,5,41.4,15.1,97.2,3.5,Weightlifting,68,0.0,116,154,8,576,10693,3129,434.3,374.3,61,46,Rest / Mobility,Intermediate Run,59
2025-06-22,30,98.6,77,7.21,81.9,57,26,65,56,8,41.3,16.4,96.8,3.03,Intermediate Run,59,6.98,142,169,6,462,12356,2985,440.7,344.6,59,43,Rest / Mobility,Rest / Mobility,29
2025-06-23,30,98.8,87,6.79,71.3,57,45,65,58,5,41.4,15.3,98.6,2.73,Rest / Mobility,29,0.0,73,88,2,14,8898,2240,350.7,343.1,68,66,Weightlifting,Weightlifting,45
2025-06-24,30,98.5,66,5.12,75.1,54,33,35,67,9,41.2,15.9,96.6,3.54,Weightlifting,45,0.0,123,159,7,363,9847,2861,279.7,332.6,51,38,Rest / Mobility,Intermediate Run,44
2025-06-25,30,98.7,79,6.35,73.4,58,42,77,50,7,41.1,15.4,97.6,2.9,Intermediate Run,44,5.3,140,160,6,338,9517,2705,238.3,354.3,65,58,Weightlifting,Weightlifting,75
2025-06-26,30,98.6,74,6.29,81.4,63,30,60,53,9,41.0,15.8,96.8,2.58,Weightlifting,75,0.0,109,140,8,639,11656,3333,446.7,382.3,55,35,Rest / Mobility,Weightlifting,47
2025-06-27,30,98.6,92,6.43,81.6,59,38,80,55,7,41.0,16.1,96.9,2.37,Weightlifting,47,0.0,102,131,6,294,8936,2923,423.7,383.7,67,63,Easy Run,Weightlifting,65
2025-06-28,30,98.8,85,6.61,82.9,59,28,99,75,9,41.0,15.6,96.9,2.89,Weightlifting,65,0.0,112,162,5,392,11548,2916,441.7,357.4,63,54,Recovery Walk,Intermediate Run,37
2025-06-29,30,98.9,97,7.31,86.5,60,40,47,59,7,41.1,15.7,96.5,2.95,Intermediate Run,37,4.1,139,162,7,312,9504,2683,332.7,336.0,63,54,Recovery Walk,Rest / Mobility,30
2025-06-30,30,99.0,95,7.09,80.5,56,54,94,51,8,41.1,15.1,95.5,3.67,Rest / Mobility,30,0.0,75,87,2,11,8868,2533,238.3,335.6,75,70,Intermediate Run,Weightlifting,50
2025-07-01,30,99.0,64,6.19,81.6,56,45,60,67,7,41.0,15.4,97.2,2.81,Weightlifting,50,0.0,119,161,8,480,8788,2934,267.7,352.3,59,47,Rest / Mobility,Intermediate Run,48
2025-07-02,30,98.7,80,5.53,83.3,60,50,61,61,10,41.0,16.0,97.1,2.81,Intermediate Run,48,5.61,141,175,5,273,11115,2621,254.7,343.0,59,47,Rest / Mobility,Weightlifting,49
2025-07-03,30,98.7,72,6.87,83.1,62,35,62,58,7,41.0,15.2,96.5,3.62,Weightlifting,49,0.0,103,150,9,524,8970,3141,425.7,326.6,58,44,Rest / Mobility,Tempo Run,50
2025-07-04,30,99.0,61,6.21,73.2,56,43,66,72,7,41.0,15.8,96.9,2.79,Tempo Run,50,6.82,158,183,7,401,15602,3242,399.3,341.9,58,48,Recovery Walk,Weightlifting,66
2025-07-05,30,99.0,66,6.58,82.7,57,49,40,69,7,41.0,15.0,97.3,3.01,Weightlifting,66,0.0,108,156,9,643,11006,2974,522.7,377.7,56,41,Rest / Mobility,Recovery Walk,64
2025-07-06,30,99.0,89,6.52,85.4,52,34,83,61,5,41.1,14.6,97.1,2.68,Recovery Walk,64,5.75,96,123,4,232,10702,2993,425.3,366.3,71,67,Weightlifting,Rest / Mobility,35
2025-07-07,30,98.7,98,7.31,92.2,55,60,99,41,4,41.3,15.6,97.7,2.95,Rest / Mobility,35,0.0,83,104,2,22,11103,2570,299.0,367.9,83,82,Tempo Run,Weightlifting,57
2025-07-08,30,98.5,78,5.94,92.0,57,49,72,61,9,41.4,15.4,96.1,2.86,Weightlifting,57,0.0,106,135,7,498,9575,3015,250.7,370.4,63,51,Recovery Walk,Intermediate Run,60
2025-07-09,30,98.3,80,7.35,77.7,59,41,64,67,7,41.3,16.2,97.3,3.15,Intermediate Run,60,8.47,138,170,6,440,14369,3023,320.0,394.3,62,53,Recovery Walk,Easy Run,35
2025-07-10,30,98.2,98,6.49,78.4,56,26,84,57,7,41.4,16.3,96.4,3.35,Easy Run,35,3.96,133,155,6,240,10453,2640,392.7,353.7,68,65,Weightlifting,Tempo Run,36
2025-07-11,30,98.3,75,6.97,78.2,57,38,69,60,5,41.4,16.1,97.3,2.75,Tempo Run,36,5.42,152,180,8,362,11284,3291,347.3,348.1,64,51,Recovery Walk,Easy Run,35
2025-07-12,30,98.4,82,6.49,74.0,53,41,66,47,5,41.4,15.7,97.2,3.43,Easy Run,35,4.1,136,166,6,232,12226,2682,278.0,289.4,68,61,Weightlifting,Long Run,92
2025-07-13,30,98.6,68,5.89,86.7,57,32,61,62,9,41.4,15.2,97.6,2.78,Long Run,92,9.29,142,170,8,874,16611,3895,489.3,381.1,55,35,Rest / Mobility,Recovery Ride,66
2025-07-14,30,98.8,89,6.57,84.3,58,53,50,78,4,41.3,15.6,97.1,2.68,Recovery Ride,66,22.58,123,148,3,172,11921,2812,426.0,402.6,65,61,Weightlifting,Weightlifting,54
2025-07-15,30,98.9,78,6.6,78.2,57,38,67,68,7,41.2,16.0,97.1,2.85,Weightlifting,54,0.0,102,146,8,448,10402,2911,498.0,395.4,61,46,Rest / Mobility,Easy Run,55
2025-07-16,30,99.0,74,6.02,78.1,60,40,63,64,7,41.2,15.9,96.7,2.89,Easy Run,55,6.27,131,163,5,252,9839,2747,290.7,368.6,59,51,Recovery Walk,Weightlifting,49
2025-07-17,30,99.0,87,5.97,81.8,57,45,54,67,6,41.2,15.0,97.5,2.93,Weightlifting,49,0.0,126,157,9,554,8091,3064,418.0,413.4,63,48,Recovery Walk,Easy Run,41
2025-07-18,30,99.0,81,6.03,70.0,56,50,63,68,9,41.2,15.3,97.1,2.48,Easy Run,41,5.38,138,165,4,164,9747,2825,323.3,385.1,62,48,Recovery Walk,Weightlifting,50
2025-07-19,30,99.0,64,6.37,79.3,63,32,50,60,10,41.1,16.7,97.5,2.69,Weightlifting,50,0.0,125,166,8,482,9036,3041,400.0,420.9,49,29,Rest / Mobility,Easy Run,47
2025-07-20,30,98.9,83,7.39,73.6,57,34,76,61,9,41.3,16.2,98.4,2.28,Easy Run,47,6.15,137,158,6,303,11980,2714,316.3,339.3,63,50,Recovery Walk,Rest / Mobility,29
2025-07-21,30,98.7,85,6.47,86.2,55,54,74,58,6,41.4,15.0,97.4,3.07,Rest / Mobility,29,0.0,81,95,1,10,7649,2247,265.0,316.1,70,70,Intermediate Run,Weightlifting,65
2025-07-22,30,98.4,74,6.31,79.5,56,28,51,58,8,41.4,15.4,96.7,3.5,Weightlifting,65,0.0,125,172,5,356,10263,3110,223.0,303.0,56,45,Rest / Mobility,Intermediate Run,60
2025-07-23,30,98.4,91,6.83,81.7,59,47,72,46,6,41.5,15.7,98.1,2.9,Intermediate Run,60,8.92,141,171,7,461,14059,3186,275.7,332.9,70,62,Weightlifting,Weightlifting,71
2025-07-24,30,98.5,76,5.71,74.8,59,50,65,61,10,41.6,16.3,96.9,3.12,Weightlifting,71,0.0,105,144,5,394,11012,3014,403.7,310.0,59,44,Rest / Mobility,Easy Run,35
2025-07-25,30,98.5,87,6.45,84.7,60,29,64,64,7,41.5,15.6,97.3,3.33,Easy Run,35,4.52,128,159,6,231,10525,2370,362.0,319.6,60,58,Weightlifting,Weightlifting,61
2025-07-26,30,98.2,66,6.79,75.4,60,40,61,75,5,41.6,15.5,97.9,2.91,Weightlifting,61,0.0,116,144,7,465,7978,3097,363.3,317.1,58,49,Recovery Walk,Long Run,77
2025-07-27,30,97.9,82,6.58,76.3,56,45,64,53,10,41.7,16.0,97.7,3.05,Long Run,77,8.39,135,164,6,523,14008,3448,406.3,348.6,63,48,Recovery Walk,Rest / Mobility,33
2025-07-28,30,98.0,89,6.28,82.6,57,45,65,44,7,41.7,16.3,96.8,3.14,Rest / Mobility,33,0.0,77,95,2,22,5294,2358,336.7,350.3,67,65,Weightlifting,Weightlifting,62
2025-07-29,30,98.2,84,6.56,76.8,60,37,56,57,10,41.6,15.0,96.5,3.55,Weightlifting,62,0.0,118,159,5,394,12198,3111,313.0,355.7,58,45,Rest / Mobility,Weightlifting,54
2025-07-30,30,98.3,91,7.33,74.6,59,44,55,37,7,41.7,15.0,96.6,2.99,Weightlifting,54,0.0,107,149,5,334,10701,2804,250.0,337.6,67,67,Easy Run,Weightlifting,41
2025-07-31,30,98.1,89,5.8,76.8,59,43,96,51,9,41.7,15.4,97.6,3.73,Weightlifting,41,0.0,111,148,5,217,8819,2775,315.0,312.3,68,62,Easy Run,Tempo Run,40
2025-08-01,30,98.1,80,7.06,86.3,61,40,75,59,7,41.5,14.7,96.6,3.05,Tempo Run,40,6.22,151,171,9,510,11161,3284,353.7,352.1,63,50,Recovery Walk,Recovery Ride,65
2025-08-02,30,98.5,93,6.87,72.9,63,44,81,60,8,41.4,15.6,97.6,3.11,Recovery Ride,65,24.03,131,159,3,195,12022,2935,307.3,313.6,66,60,Weightlifting,Long Run,82
2025-08-03,30,98.4,67,7.57,75.6,60,56,63,58,7,41.3,15.1,97.1,3.4,Long Run,82,8.65,134,158,6,673,14145,3488,459.3,335.0,62,51,Recovery Walk,Rest / Mobility,37
2025-08-04,30,99.0,95,6.97,84.4,58,43,79,51,6,41.4,15.2,97.1,3.01,Rest / Mobility,37,0.0,80,102,2,19,8250,2609,295.7,334.6,71,70,Intermediate Run,Weightlifting,55
2025-08-05,30,99.0,75,6.19,77.8,54,30,56,63,7,41.4,14.8,96.7,3.67,Weightlifting,55,0.0,104,134,8,534,10670,3037,408.7,354.6,59,45,Rest / Mobility,Easy Run,31
2025-08-06,30,98.9,78,6.06,78.0,54,40,73,67,8,41.4,15.3,97.8,2.77,Easy Run,31,3.75,139,158,5,177,10996,2822,243.3,332.1,63,51,Recovery Walk,Weightlifting,70
2025-08-07,30,99.0,71,6.97,72.0,60,42,55,67,8,41.3,16.1,96.9,3.17,Weightlifting,70,0.0,108,139,5,381,11646,3208,364.0,355.6,57,43,Rest / Mobility,Tempo Run,37
2025-08-08,30,99.0,81,5.68,76.8,61,41,60,73,9,41.3,15.0,97.2,2.49,Tempo Run,37,5.14,151,173,8,369,11233,3213,309.0,335.4,57,40,Rest / Mobility,Recovery Ride,40
2025-08-09,30,98.8,77,5.53,76.4,58,33,46,60,8,41.3,16.3,96.7,3.59,Recovery Ride,40,14.36,130,150,4,171,9715,2548,307.0,332.0,55,42,Rest / Mobility,Intermediate Run,49
2025-08-10,30,98.8,72,5.58,74.2,60,48,61,68,7,41.3,15.8,97.2,3.14,Intermediate Run,49,5.48,145,172,6,332,12227,2889,290.7,283.3,59,52,Recovery Walk,Rest / Mobility,21
2025-08-11,30,98.7,93,6.73,86.2,56,52,64,46,7,41.3,14.8,97.0,3.08,Rest / Mobility,21,0.0,76,100,1,12,7866,2389,171.7,282.3,70,72,Intermediate Run,Weightlifting,62
2025-08-12,30,98.6,61,6.43,75.8,62,47,44,67,8,41.2,15.9,96.8,3.05,Weightlifting,62,0.0,126,172,8,654,11902,3307,332.7,299.4,52,35,Rest / Mobility,Easy Run,47
2025-08-13,30,98.6,73,7.47,74.7,54,41,54,58,7,41.1,14.6,97.3,2.34,Easy Run,47,5.26,138,169,6,289,10695,2869,318.3,315.4,62,54,Recovery Walk,Weightlifting,70
2025-08-14,30,98.6,71,7.14,79.9,59,31,70,58,5,41.0,15.9,97.0,3.04,Weightlifting,70,0.0,120,155,8,621,9461,3305,521.3,349.7,61,46,Rest / Mobility,Intermediate Run,57
2025-08-15,30,98.7,74,5.25,76.6,58,56,66,69,7,41.0,15.5,97.0,2.88,Intermediate Run,57,6.35,147,181,7,515,12824,2984,475.0,370.6,62,51,Recovery Walk,Weightlifting,49
2025-08-16,30,98.8,88,7.82,81.2,56,47,71,58,6,41.0,15.4,96.7,3.21,Weightlifting,49,0.0,105,157,8,419,8373,2785,518.3,406.0,70,55,Recovery Walk,Long Run,65
2025-08-17,30,98.9,71,6.21,74.4,59,41,63,77,6,41.0,16.1,98.0,2.3,Long Run,65,8.71,137,158,6,487,13502,3425,473.7,428.1,58,47,Rest / Mobility,Recovery Ride,47
2025-08-18,30,98.7,80,6.79,71.7,56,43,62,60,7,41.2,16.0,97.1,2.55,Recovery Ride,47,19.72,122,149,4,174,9346,2551,360.0,451.3,63,53,Recovery Walk,Weightlifting,44
2025-08-19,30,98.5,82,7.22,87.7,59,34,66,55,8,41.1,15.9,97.2,3.27,Weightlifting,44,0.0,104,144,9,453,9811,2897,371.3,422.6,62,43,Rest / Mobility,Intermediate Run,43
2025-08-20,30,98.4,79,7.02,72.7,61,40,70,56,7,41.1,16.0,96.4,2.82,Intermediate Run,43,5.62,152,185,5,278,10299,2717,301.7,421.0,62,53,Recovery Walk,Weightlifting,73
2025-08-21,30,98.6,73,6.22,85.9,62,49,52,64,8,41.1,15.5,97.0,3.37,Weightlifting,73,0.0,127,168,5,417,12345,3265,382.7,391.9,57,42,Rest / Mobility,Intermediate Run,53
2025-08-22,30,98.8,79,7.36,75.1,62,39,81,65,7,41.2,15.6,97.2,2.27,Intermediate Run,53,7.07,139,173,5,323,12796,2834,339.3,364.4,63,54,Recovery Walk,Weightlifting,58
2025-08-23,30,98.6,84,7.11,83.9,54,41,58,55,9,41.0,16.3,97.3,3.26,Weightlifting,58,0.0,119,158,8,513,9608,3163,417.7,377.9,63,43,Rest / Mobility,Long Run,91
2025-08-24,30,98.5,60,6.15,70.0,58,48,52,76,5,41.0,15.7,97.5,3.21,Long Run,91,11.04,133,153,7,781,15213,3764,539.0,419.9,57,46,Rest / Mobility,Easy Run,51
2025-08-25,30,98.6,83,6.43,77.3,56,42,72,61,9,41.0,15.6,97.2,3.17,Easy Run,51,6.67,127,151,5,282,11989,2729,525.3,435.3,63,47,Rest / Mobility,Weightlifting,70
2025-08-26,30,98.6,74,5.62,84.9,58,49,66,54,8,41.0,14.7,96.8,3.03,Weightlifting,70,0.0,110,149,5,394,9259,3008,485.7,426.9,62,46,Rest / Mobility,Recovery Ride,52
2025-08-27,30,98.5,86,6.38,78.7,57,46,67,53,8,41.0,16.0,97.6,3.42,Recovery Ride,52,20.45,121,142,3,144,8141,2831,273.3,407.7,65,59,Weightlifting,Weightlifting,60
2025-08-28,30,98.9,70,7.29,76.8,56,29,57,71,8,41.1,16.4,96.9,3.26,Weightlifting,60,0.0,109,161,8,579,12388,3387,372.3,430.9,56,37,Rest / Mobility,Easy Run,44
2025-08-29,30,99.0,74,6.82,76.8,61,52,63,47,5,41.1,15.4,97.0,2.94,Easy Run,44,5.12,139,168,5,248,10882,2661,323.7,420.1,65,56,Recovery Walk,Easy Run,46
2025-08-30,30,99.0,84,6.5,82.3,62,46,88,65,8,41.2,15.6,97.6,3.04,Easy Run,46,6.15,128,150,6,290,12863,2664,372.3,388.3,65,50,Recovery Walk,Intermediate Run,51
2025-08-31,30,99.0,76,5.48,71.4,59,47,64,70,6,41.2,16.2,97.7,3.1,Intermediate Run,51,7.4,138,160,5,339,11535,3027,292.3,325.1,61,53,Recovery Walk,Rest / Mobility,21
2025-09-01,30,99.0,94,6.27,79.1,56,53,79,55,6,41.2,15.2,96.4,2.76,Rest / Mobility,21,0.0,79,91,2,11,7613,2174,213.3,286.4,72,73,Intermediate Run,Weightlifting,63
2025-09-02,30,99.0,84,6.8,79.7,60,40,65,61,9,41.2,16.3,96.9,3.64,Weightlifting,63,0.0,123,158,7,510,10235,3150,286.7,303.0,61,48,Recovery Walk,Intermediate Run,47
2025-09-03,30,99.0,71,6.4,72.2,59,45,48,61,8,41.1,16.2,96.9,2.5,Intermediate Run,47,6.36,139,169,5,268,12576,2882,263.0,320.7,57,45,Rest / Mobility,Weightlifting,68
2025-09-04,30,98.7,68,6.39,76.6,59,41,56,45,8,41.1,16.5,96.7,3.12,Weightlifting,68,0.0,107,150,9,713,10048,3262,497.0,339.9,58,38,Rest / Mobility,Easy Run,38
2025-09-05,30,98.9,90,5.6,86.2,53,39,91,60,6,41.0,15.0,96.3,2.8,Easy Run,38,5.03,128,150,4,154,10945,2483,378.3,326.4,71,69,Intermediate Run,Weightlifting,50
2025-09-06,30,98.9,82,5.89,73.9,60,37,80,74,8,41.1,15.4,97.3,2.83,Weightlifting,50,0.0,119,172,6,387,10046,3004,418.0,340.3,61,46,Rest / Mobility,Long Run,68
2025-09-07,30,99.0,71,6.79,76.0,55,42,59,64,7,41.0,16.3,96.5,2.85,Long Run,68,7.44,145,171,6,539,11244,3231,360.0,368.9,61,52,Recovery Walk,Weightlifting,40
2025-09-08,30,99.0,82,6.87,78.2,56,40,60,62,6,41.0,14.7,96.7,3.37,Weightlifting,40,0.0,117,149,6,283,7893,2589,403.0,407.7,64,53,Recovery Walk,Weightlifting,56
2025-09-09,30,99.0,66,6.18,74.3,65,40,36,75,9,41.0,15.1,97.5,2.88,Weightlifting,56,0.0,121,158,7,450,8682,3023,424.0,399.1,47,31,Rest / Mobility,Intermediate Run,46
2025-09-10,30,99.0,78,7.26,84.9,61,37,46,53,7,41.0,15.5,97.7,2.74,Intermediate Run,46,5.9,141,168,6,337,13354,2773,356.7,409.0,58,48,Recovery Walk,Recovery Ride,41
2025-09-11,30,98.9,77,5.05,80.6,59,49,57,70,4,41.0,16.7,96.6,3.29,Recovery Ride,41,10.3,129,155,5,204,9827,2694,330.3,336.3,62,53,Recovery Walk,Intermediate Run,56
2025-09-12,30,98.7,83,6.67,82.7,55,50,78,67,7,41.1,16.2,98.1,2.98,Intermediate Run,56,6.4,139,164,6,423,12215,2845,321.3,374.7,68,59,Weightlifting,Recovery Ride,54
2025-09-13,30,98.6,72,5.85,77.1,58,34,55,59,7,41.2,14.8,97.3,2.58,Recovery Ride,54,15.23,134,164,3,174,9986,2719,267.0,344.3,57,49,Recovery Walk,Recovery Ride,60
2025-09-14,30,98.6,84,7.47,77.0,61,46,67,69,6,41.3,15.6,96.7,2.91,Recovery Ride,60,21.74,122,151,3,182,10870,2856,259.7,293.3,64,57,Recovery Walk,Recovery Ride,61
2025-09-15,30,98.7,84,6.35,80.2,60,40,73,65,5,41.4,14.4,97.4,2.96,Recovery Ride,61,19.45,119,146,5,335,11218,2932,230.3,300.7,65,58,Weightlifting,Recovery Ride,49
2025-09-16,30,98.7,89,7.25,85.9,59,52,59,53,9,41.4,15.8,96.4,3.49,Recovery Ride,49,17.97,133,161,4,191,9190,2751,236.0,263.7,65,61,Weightlifting,Weightlifting,75
2025-09-17,30,98.6,79,5.88,70.0,58,44,65,54,6,41.5,15.2,97.3,2.55,Weightlifting,75,0.0,107,144,5,438,12272,3022,321.3,278.1,64,56,Recovery Walk,Weightlifting,75
2025-09-18,30,98.5,72,6.37,86.1,59,44,67,66,7,41.3,16.0,97.5,2.96,Weightlifting,75,0.0,126,159,7,635,13107,3393,421.3,339.7,60,50,Recovery Walk,Intermediate Run,42
2025-09-19,30,98.8,81,7.43,72.5,58,53,67,48,8,41.3,15.0,96.7,2.76,Intermediate Run,42,5.87,142,168,6,294,10621,2833,455.7,321.3,67,51,Recovery Walk,Weightlifting,69
2025-09-20,30,98.7,81,6.85,79.9,59,49,67,49,7,41.3,16.7,97.6,2.46,Weightlifting,69,0.0,104,148,5,441,11494,3049,456.7,359.4,66,55,Recovery Walk,Long Run,94
2025-09-21,30,98.6,66,5.91,79.1,60,41,38,61,5,41.2,16.4,96.3,2.93,Long Run,94,9.63,138,164,6,752,14525,3969,495.7,440.9,55,43,Rest / Mobility,Rest / Mobility,29
2025-09-22,30,98.6,86,6.52,82.8,57,54,67,60,6,41.2,15.2,97.4,3.27,Rest / Mobility,29,0.0,85,97,1,14,7507,2504,402.3,395.0,68,65,Weightlifting,Weightlifting,52
2025-09-23,30,98.6,58,5.75,85.7,57,42,53,78,5,41.3,14.5,97.1,2.97,Weightlifting,52,0.0,111,153,9,605,10230,3172,457.0,454.1,55,39,Rest / Mobility,Recovery Ride,44
2025-09-24,30,98.6,75,6.76,76.3,59,30,75,57,9,41.3,15.8,97.2,2.73,Recovery Ride,44,13.37,123,153,3,128,9384,2748,249.0,409.9,59,46,Rest / Mobility,Weightlifting,51
2025-09-25,30,98.6,83,5.77,84.7,59,56,66,76,8,41.4,16.6,97.6,2.79,Weightlifting,51,0.0,112,160,5,261,10305,2680,331.3,356.4,62,48,Recovery Walk,Intermediate Run,59
2025-09-26,30,99.0,76,5.12,73.4,58,44,50,84,9,41.5,15.4,97.6,2.83,Intermediate Run,59,8.32,147,179,5,359,11830,3035,249.3,365.7,54,42,Rest / Mobility,Easy Run,32
2025-09-27,30,98.9,83,6.24,72.6,59,41,77,72,4,41.6,16.1,96.9,2.94,Easy Run,32,3.64,139,167,5,163,12626,2460,261.0,326.0,66,59,Weightlifting,Recovery Ride,59
2025-09-28,30,98.9,87,6.87,75.6,57,54,70,64,8,41.7,14.5,97.3,2.68,Recovery Ride,59,14.8,135,156,5,278,8967,2827,266.7,258.3,67,62,Weightlifting,Rest / Mobility,30
2025-09-29,30,98.7,98,7.78,74.1,55,47,81,40,6,41.8,15.5,97.3,3.39,Rest / Mobility,30,0.0,88,103,1,10,7778,2367,150.3,257.7,76,78,Tempo Run,Weightlifting,55
2025-09-30,30,98.4,71,6.23,75.7,53,46,51,47,9,41.6,15.4,97.9,2.77,Weightlifting,55,0.0,108,159,7,443,12762,2938,243.7,234.6,61,50,Recovery Walk,Intermediate Run,51
2025-10-01,30,98.2,79,5.57,80.5,54,49,74,62,9,41.6,15.7,96.9,3.3,Intermediate Run,51,6.81,140,161,5,295,11958,2960,249.3,258.4,64,52,Recovery Walk,Weightlifting,73
2025-10-02,30,98.3,69,5.23,84.8,58,49,73,41,8,41.5,15.9,97.2,2.65,Weightlifting,73,0.0,121,165,7,588,12388,3201,442.0,305.1,63,48,Recovery Walk,Tempo Run,39
2025-10-03,30,98.3,72,6.66,83.6,61,37,64,55,7,41.7,15.0,96.8,3.21,Tempo Run,39,5.21,164,189,8,416,8367,3043,433.0,313.3,59,45,Rest / Mobility,Weightlifting,65
2025-10-04,30,98.4,82,7.79,78.0,57,42,54,56,10,41.7,15.5,96.3,2.94,Weightlifting,65,0.0,102,137,6,475,9989,3327,493.0,357.9,61,45,Rest / Mobility,Intermediate Run,58
2025-10-05,30,98.5,80,6.53,81.0,59,44,77,66,7,41.5,15.9,97.8,3.43,Intermediate Run,58,6.43,146,168,5,341,12306,2886,410.7,366.9,64,54,Recovery Walk,Rest / Mobility,21
